[*:1]~[#6X3:2]:[#6X3:3]~[*:4]-k1 0.20346131780118232 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#6X4:3]-[*:4]-k1 0.09484383876465426 0.0 1.0 0.0
[#1:1]-[#6X4:2]-[#6X4:3]-[#6X4:4]-k1 0.06782753108580862 0.0 1.0 0.0
[#1:1]-[#6X4:2]-[#6X4:3]-[#1:4]-k1 0.08747421643222807 0.0 1.0 0.0
[*:1]~[#6X3:2]-[#6X4:3]-[*:4]-k1 0.0762766265839368 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#7X3$(*~[#6X3,#6X2]):3]~[*:4]-k1 0.03821151254150368 0.0 1.0 0.0
[*:1]~[#6X3:2]-[#6X3$(*=[#8,#16,#7]):3]~[*:4]-k1 0.2080463307331951 0.0 1.0 0.0
[*:1]-[#7X3;r5:2]-@[#6X3;r5:3]~[*:4]-k1 0.2472742148058794 0.0 1.0 0.0
[*:1]-,:[#6X3:2]=[#6X3:3]-,:[*:4]-k1 0.2521134550325032 0.0 1.0 0.0
[*:1]~[#6X4:2]-[#7X3:3]~[*:4]-k1 0.09572240178122532 0.0 1.0 0.0
[*:1]~[#7X3,#7X2-1:2]-!@[#6X3:3]~[*:4]-k1 0.35392694655609314 0.0 1.0 0.0
[*:1]~[#6X3:2]-[#6X3:3]~[*:4]-k1 0.2047615727203203 0.0 1.0 0.0
[*:1]~[#7X2,#7X3$(*~[#8X1]):2]:[#6X3:3]~[*:4]-k1 0.4862332552792017 0.0 1.0 0.0
[*:1]-[#7X3:2]-[#6X3$(*=[#8,#16,#7]):3]~[*:4]-k2 0.15928231038640406 0.0 1.0 0.0
[*:1]-,:[#6X3:2]=[#7X2:3]-[*:4]-k1 0.42538087102722644 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#6X3:3]=[*:4]-k1 0.09125581592081888 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#8X2H0:3]-[*:4]-k1 0.05635635546886544 0.0 1.0 0.0
[#1:1]-[#6X4:2]-[#6X4:3]-[#8X2:4]-k2 0.06382797527047913 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#7X4:3]-[*:4]-k1 0.07485934959349594 0.0 1.0 0.0
[*:1]-[#6X4:2]-[#7X3$(*~[#6X3,#6X2]):3]~[*:4]-k2 0.1124175679673888 0.25 2.046079178438987 3.940844589180313
[#6X3:1]:[#7X2:2]:[#6X3:3]:[#6X3:4]-k1 0.5397990290932546 0.0 1.0 0.0
[#6X4:1]-[#6X4:2]-[#6X4:3]-[#6X4:4]-k3 0.058729912344777216 0.0 1.0 0.0
[*:1]~[#7X3,#7X2-1:2]-[#6X3:3]~[*:4]-k1 0.2472975758390464 0.0 1.0 0.0
[*:1]~[#16X4,#16X3+0:2]-[#6X3:3]~[*:4]-k1 0.05244325462200256 0.0 1.0 0.0
[#6X4:1]-[#6X4:2]-[#7X4,#7X3:3]-[#6X4:4]-k2 0.06711457662069854 0.0 1.0 0.0
[*:1]~[#7x3:2]-[#7x3,#6x3:3]~[*:4]-k1 0.18010919638286985 0.0 1.0 0.0
[*:1]-[#6X4;r3:2]-@[#6X4;r3:3]-[*:4]-k1 0.016422711571675304 0.0 1.0 0.0
[*:1]~[#6X3:2]-[#8X2:3]-[*:4]-k1 0.340712440381558 0.0 1.0 0.0
[*:1]-[#8X2:2]@[#6X3:3]~[*:4]-k1 0.2582741081382386 0.0 1.0 0.0
[#1:1]-[#6X4:2]-[#6X3:3]=[#6X3:4]-k2 0.025235938903863435 0.0 1.0 0.0
[#6X4;r3:1]-[#6X4;r3:2]-[#6X4;r3:3]-[*:4]-k2 0.01371945701357466 0.0 1.0 0.0
[*:1]-[#7X3:2]-!@[#6X3:3](=[#8,#16,#7:4])-[#6,#1]-k2 0.129647417649451 0.0 1.0 0.0
[*:1]=[#7X2,#7X3+1:2]-[#6X3:3]=,:[*:4]-k1 0.2884988327497081 0.0 1.0 0.0
[*:1]~[#7X2:2]-[#7X3:3]~[*:4]-k2 0.43757301107754276 0.0 1.0 0.0
[#6X4:1]-[#6X4:2]-[#7X3:3]-[#6X3:4]=[#8,#16,#7]-k4 0.15947114636801993 0.0 1.0 0.0
[*:1]~[#16X4,#16X3!+1:2]-[#6X4:3]-[*:4]-k1 0.060308254963427385 0.0 1.0 0.0
[*:1]-[#7X3:2]-[#6X3$(*=[#8,#16,#7]):3]~[*:4]-k1 2.0025429178388925 2.17 0.347424212130075 1.7376311449819044
[#1:1]-[#6X4:2]-[#6X3:3]=[#8X1:4]-k1 0.022531797625777276 0.0 1.0 0.0
[*:1]~[#6x3:2](~[#7,#8,#16])-[#6x3:3]~[*:4]-k1 0.12316709474885844 0.0 1.0 0.0
[*:1]-[#16X2,#16X3+1:2]-[#6:3]~[*:4]-k1 0.19401502021952627 0.0 1.0 0.0
